ranker,name_display,age,team_name_abbr,pos,games,games_started,mp,fg_pct,avg_dist,pct_fga_fg2a,pct_fga_00_03,pct_fga_03_10,pct_fga_10_16,pct_fga_16_xx,pct_fga_fg3a,fg_pct_fg2a,fg_pct_00_03,fg_pct_03_10,fg_pct_10_16,fg_pct_16_xx,fg_pct_fg3a,pct_ast_fg2,pct_ast_fg3,pct_fga_dunk,fg_dunk,pct_fg3a_corner3,fg_pct_corner3,fg3a_heave,fg3_heave,awards
265,Shelvin Mack,25.0,ATL,PG,24,0,179.0,0.421,12.4,0.716,0.242,0.211,0.116,0.147,0.284,.529,.739,.500,.455,.286,.148,0.361,0.5,0.0,0,0.259,.286,0,0,
265,Shelvin Mack,25.0,UTA,PG,28,27,879.0,0.444,12.2,0.694,0.209,0.3,0.084,0.103,0.306,.482,.672,.427,.370,.333,.357,0.271,0.686,0.0,0,0.316,.419,0,0,
266,Brandon Rush,30.0,GSW,SG,72,25,1055.0,0.427,17.6,0.396,0.196,0.062,0.042,0.096,0.604,.447,.549,.250,.273,.440,.414,0.891,0.908,0.038,8,0.42,.364,0,0,
267,Terrence Jones,24.0,HOU,PF,50,11,1044.0,0.452,8.5,0.785,0.444,0.27,0.027,0.044,0.215,.490,.638,.293,.200,.375,.316,0.716,0.92,0.093,29,0.203,.250,1,0,
268,Joffrey Lauvergne,24.0,DEN,C,59,15,1041.0,0.513,8.4,0.861,0.405,0.247,0.053,0.155,0.139,.557,.643,.489,.350,.508,.245,0.714,0.923,0.116,37,0.377,.200,0,0,
269,Jameer Nelson,33.0,DEN,PG,39,15,1036.0,0.368,17.3,0.531,0.15,0.107,0.052,0.221,0.469,.429,.630,.273,.375,.382,.299,0.2,0.512,0.0,0,0.076,.273,0,0,
270,Spencer Hawes,27.0,CHO,PF,57,6,1035.0,0.405,12.6,0.667,0.281,0.173,0.134,0.078,0.333,.422,.558,.358,.317,.250,.373,0.616,1.0,0.033,10,0.255,.423,0,0,
271,Nick Young,30.0,LAL,SG,54,2,1033.0,0.339,21.0,0.363,0.038,0.022,0.099,0.204,0.637,.363,.429,.250,.405,.342,.325,0.49,0.805,0.003,0,0.224,.415,0,0,
272,Jarrett Jack,32.0,BRK,PG,32,32,1027.0,0.391,15.4,0.715,0.109,0.201,0.098,0.307,0.285,.426,.615,.319,.343,.455,.304,0.174,0.548,0.0,0,0.235,.333,2,0,
273,Vince Carter,39.0,MEM,SG,60,3,1005.0,0.388,16.9,0.507,0.207,0.093,0.073,0.134,0.493,.425,.535,.313,.360,.370,.349,0.5,0.864,0.052,16,0.172,.345,4,2,
274,Rashad Vaughn,19.0,MIL,SG,70,6,1001.0,0.305,17.2,0.447,0.154,0.094,0.083,0.117,0.553,.319,.341,.240,.227,.419,.293,0.789,1.0,0.008,1,0.449,.258,0,0,
275,Dwight Powell,24.0,DAL,PF,69,2,992.0,0.493,8.4,0.946,0.473,0.108,0.071,0.294,0.054,.514,.714,.250,.333,.333,.125,0.889,1.0,0.149,38,0.375,.333,0,0,
276,Steve Blake,35.0,DET,PG,58,2,986.0,0.388,21.0,0.371,0.104,0.05,0.058,0.158,0.629,.461,.720,.250,.214,.447,.344,0.195,0.712,0.0,0,0.258,.462,8,0,
277,Markel Brown,24.0,BRK,SG,62,6,982.0,0.394,14.6,0.624,0.255,0.109,0.04,0.22,0.376,.443,.573,.314,.385,.366,.314,0.528,0.842,0.056,16,0.322,.436,0,0,
278,Kyle Singler,27.0,OKC,SF,68,2,977.0,0.389,14.1,0.561,0.213,0.204,0.068,0.077,0.439,.452,.553,.400,.533,.235,.309,0.732,1.0,0.018,4,0.598,.293,1,0,
279,John Henson,25.0,MIL,C,57,1,960.0,0.564,3.3,0.997,0.536,0.405,0.041,0.014,0.003,.566,.647,.475,.583,.000,.000,0.756,0.0,0.12,30,0.0,,0,0,
280,Chase Budinger,27.0,2TM,SF,66,2,929.0,0.435,11.3,0.64,0.364,0.142,0.063,0.071,0.36,.523,.678,.324,.400,.235,.279,0.6,0.958,0.059,14,0.43,.270,0,0,
280,Chase Budinger,27.0,IND,SF,49,2,729.0,0.418,12.3,0.644,0.33,0.155,0.072,0.088,0.356,.488,.656,.333,.357,.235,.290,0.607,0.95,0.062,12,0.42,.276,0,0,
280,Chase Budinger,27.0,PHO,SF,17,0,200.0,0.511,10.3,0.622,0.511,0.089,0.022,0.0,0.378,.679,.739,.250,1.000,,.235,0.579,1.0,0.044,2,0.471,.250,0,0,
281,Anthony Morrow,30.0,OKC,SG,68,6,926.0,0.408,19.1,0.387,0.06,0.093,0.114,0.117,0.613,.442,.500,.484,.342,.487,.387,0.526,0.911,0.0,0,0.412,.393,0,0,
282,James Johnson,28.0,TOR,PF,57,32,926.0,0.475,9.3,0.725,0.475,0.167,0.029,0.054,0.275,.540,.632,.400,.286,.308,.303,0.34,1.0,0.067,16,0.515,.265,1,0,
283,Thomas Robinson,24.0,BRK,PF,71,7,917.0,0.447,4.8,0.997,0.588,0.21,0.127,0.072,0.003,.448,.608,.230,.189,.238,.000,0.531,0.0,0.124,32,0.0,,1,0,
284,Sasha Vujačić,31.0,NYK,SG,61,25,908.0,0.383,19.2,0.484,0.112,0.022,0.065,0.285,0.516,.403,.548,.000,.167,.430,.364,0.704,0.942,0.0,0,0.217,.323,0,0,
285,David Lee,32.0,2TM,PF,55,5,903.0,0.531,3.9,0.997,0.606,0.281,0.054,0.057,0.003,.533,.635,.383,.389,.316,.000,0.674,0.0,0.093,30,0.0,,0,0,
285,David Lee,32.0,BOS,PF,30,4,470.0,0.453,4.6,0.995,0.557,0.302,0.068,0.068,0.005,.455,.533,.379,.385,.231,.000,0.609,0.0,0.057,10,0.0,,0,0,
285,David Lee,32.0,DAL,PF,25,1,433.0,0.636,3.2,1.0,0.671,0.252,0.035,0.042,0.0,.636,.750,.389,.400,.500,,0.736,0.0,0.14,20,0.0,,0,0,
286,Josh Smith,30.0,2TM,PF,55,7,880.0,0.364,13.7,0.59,0.238,0.229,0.04,0.083,0.41,.417,.627,.300,.214,.241,.287,0.605,0.951,0.049,14,0.133,.263,2,0,
286,Josh Smith,30.0,LAC,PF,32,1,459.0,0.383,12.3,0.678,0.283,0.233,0.05,0.111,0.322,.418,.608,.333,.111,.250,.310,0.627,0.944,0.078,11,0.069,.500,1,0,
286,Josh Smith,30.0,HOU,PF,23,6,421.0,0.343,15.1,0.497,0.189,0.225,0.03,0.053,0.503,.417,.656,.263,.400,.222,.271,0.571,0.957,0.018,3,0.176,.200,1,0,
287,Quincy Acy,25.0,SAC,PF,59,29,876.0,0.556,9.7,0.771,0.458,0.121,0.037,0.154,0.229,.606,.735,.385,.500,.424,.388,0.71,0.947,0.215,43,0.347,.529,0,0,
288,Miles Plumlee,27.0,MIL,C,61,14,870.0,0.601,2.6,1.0,0.687,0.258,0.043,0.013,0.0,.601,.638,.550,.500,.000,,0.75,0.0,0.305,64,0.0,,0,0,
289,Marcelo Huertas,32.0,LAL,PG,53,0,869.0,0.422,13.0,0.735,0.187,0.283,0.157,0.109,0.265,.479,.605,.477,.389,.400,.262,0.284,0.813,0.0,0,0.131,.125,6,0,
290,Brandon Jennings,26.0,2TM,PG,48,7,868.0,0.368,17.4,0.49,0.155,0.118,0.066,0.148,0.51,.409,.574,.361,.400,.289,.329,0.246,0.608,0.0,0,0.181,.321,3,0,
290,Brandon Jennings,26.0,DET,PG,23,1,416.0,0.371,17.2,0.462,0.189,0.14,0.028,0.098,0.538,.439,.593,.400,.250,.286,.312,0.345,0.375,0.0,0,0.169,.308,3,0,
290,Brandon Jennings,26.0,ORL,PG,25,6,452.0,0.366,17.5,0.516,0.124,0.099,0.099,0.193,0.484,.386,.550,.313,.438,.290,.346,0.156,0.815,0.0,0,0.192,.333,0,0,
291,Solomon Hill,24.0,IND,SF,59,3,866.0,0.447,12.1,0.644,0.341,0.163,0.091,0.053,0.356,.515,.648,.353,.368,.364,.324,0.493,1.0,0.063,12,0.365,.444,2,0,
292,Tim Hardaway Jr.,23.0,ATL,SG,51,1,864.0,0.43,17.0,0.46,0.226,0.057,0.042,0.14,0.54,.541,.700,.333,.455,.378,.336,0.697,0.938,0.034,9,0.294,.357,2,0,
293,Tyler Johnson,23.0,MIA,SG,36,5,863.0,0.486,13.0,0.708,0.329,0.111,0.07,0.198,0.292,.529,.625,.407,.529,.438,.380,0.462,0.963,0.045,6,0.31,.545,3,0,
294,Alexis Ajinça,27.0,NOP,C,59,17,861.0,0.476,9.4,0.997,0.283,0.257,0.108,0.346,0.003,.478,.674,.346,.324,.468,.000,0.767,0.0,0.098,27,0.0,,0,0,
295,Chris Johnson,25.0,UTA,SF,70,2,857.0,0.371,15.4,0.49,0.247,0.088,0.072,0.082,0.51,.474,.667,.118,.286,.438,.273,0.489,0.963,0.021,3,0.606,.267,1,0,
296,Johnny O'Bryant,22.0,MIL,PF,66,4,857.0,0.411,9.3,0.995,0.344,0.177,0.096,0.378,0.005,.409,.472,.351,.200,.430,1.000,0.729,1.0,0.053,10,1.0,1.000,0,0,
297,Luke Babbitt,26.0,NOP,SF,47,13,845.0,0.422,12.9,0.623,0.218,0.263,0.104,0.038,0.377,.433,.429,.447,.400,.455,.404,0.538,0.955,0.01,3,0.22,.292,0,0,
298,Kris Humphries,30.0,3TM,PF,53,17,835.0,0.41,14.2,0.634,0.224,0.125,0.085,0.2,0.366,.465,.621,.216,.440,.458,.315,0.782,0.941,0.064,18,0.167,.278,1,0,
298,Kris Humphries,30.0,WAS,PF,28,14,466.0,0.405,15.7,0.576,0.222,0.101,0.076,0.177,0.424,.451,.629,.125,.333,.464,.343,0.756,0.913,0.051,7,0.164,.273,1,0,
298,Kris Humphries,30.0,PHO,PF,4,3,74.0,0.278,12.9,0.722,0.306,0.139,0.028,0.25,0.278,.269,.364,.000,.000,.333,.300,0.857,1.0,0.083,3,0.2,.500,0,0,
298,Kris Humphries,30.0,ATL,PF,21,0,295.0,0.465,14.1,0.693,0.198,0.158,0.119,0.218,0.307,.557,.750,.375,.583,.500,.258,0.795,1.0,0.079,8,0.161,.200,0,0,
299,Marreese Speights,28.0,GSW,C,72,0,832.0,0.432,12.5,0.864,0.252,0.147,0.079,0.386,0.136,.439,.513,.358,.278,.455,.387,0.803,0.917,0.05,17,0.097,.333,1,0,
300,Pablo Prigioni,38.0,LAC,PG,59,3,823.0,0.374,19.2,0.354,0.19,0.068,0.075,0.02,0.646,.519,.643,.400,.273,.667,.295,0.148,0.571,0.0,0,0.116,.455,4,0,
301,Andrew Nicholson,26.0,ORL,PF,56,0,823.0,0.471,12.7,0.632,0.21,0.294,0.087,0.042,0.368,.536,.708,.484,.370,.385,.360,0.362,0.976,0.061,17,0.167,.421,0,0,
302,Jonathon Simmons,26.0,SAS,SG,55,2,813.0,0.504,8.4,0.806,0.479,0.194,0.054,0.074,0.194,.533,.664,.340,.385,.333,.383,0.558,1.0,0.124,26,0.447,.524,2,0,
303,Gary Neal,31.0,WAS,SG,40,2,807.0,0.465,16.3,0.692,0.071,0.16,0.157,0.305,0.308,.489,.652,.538,.412,.465,.410,0.473,0.659,0.0,0,0.19,.368,0,0,
304,Cole Aldrich,27.0,LAC,C,60,5,800.0,0.596,2.8,1.0,0.56,0.427,0.013,0.0,0.0,.596,.667,.521,.000,,,0.776,0.0,0.093,17,0.0,,0,0,
305,Alec Burks,24.0,UTA,SG,31,3,797.0,0.41,12.1,0.763,0.278,0.168,0.132,0.186,0.237,.412,.570,.321,.341,.306,.405,0.238,0.625,0.024,8,0.354,.429,2,0,
306,DeMarre Carroll,29.0,TOR,SF,26,22,786.0,0.389,14.3,0.563,0.219,0.207,0.063,0.074,0.437,.388,.576,.286,.235,.250,.390,0.542,0.957,0.019,5,0.22,.385,0,0,
307,Justin Holiday,26.0,2TM,SG,53,5,773.0,0.386,15.3,0.539,0.263,0.088,0.061,0.127,0.461,.423,.483,.250,.214,.517,.343,0.692,0.972,0.053,12,0.362,.368,0,0,
307,Justin Holiday,26.0,ATL,SG,26,1,263.0,0.329,16.4,0.384,0.233,0.068,0.027,0.055,0.616,.500,.471,.400,.500,.750,.222,0.786,1.0,0.055,4,0.578,.231,0,0,
307,Justin Holiday,26.0,CHI,SG,27,4,510.0,0.413,14.2,0.613,0.277,0.097,0.077,0.161,0.387,.400,.488,.200,.167,.480,.433,0.658,0.962,0.052,8,0.2,.667,0,0,
308,Festus Ezeli,26.0,GSW,C,46,13,770.0,0.548,2.9,1.0,0.649,0.272,0.061,0.018,0.0,.548,.682,.339,.143,.250,,0.816,0.0,0.342,68,0.0,,0,0,
309,Tyreke Evans,26.0,NOP,SG,25,25,765.0,0.433,10.3,0.729,0.513,0.07,0.016,0.127,0.271,.450,.509,.227,.000,.400,.388,0.204,0.545,0.003,1,0.059,.000,0,0,
310,Kyle O'Quinn,25.0,NYK,PF,65,1,764.0,0.476,10.6,0.919,0.299,0.166,0.151,0.303,0.081,.498,.630,.378,.488,.439,.227,0.637,0.6,0.026,7,0.136,.000,0,0,
311,Amar'e Stoudemire,33.0,MIA,C,52,36,762.0,0.566,4.8,1.0,0.624,0.163,0.063,0.149,0.0,.566,.623,.472,.500,.455,,0.712,0.0,0.158,34,0.0,,0,0,
312,Mo Williams,33.0,CLE,PG,41,14,748.0,0.437,17.0,0.662,0.093,0.096,0.146,0.328,0.338,.480,.536,.379,.409,.525,.353,0.24,0.833,0.0,0,0.275,.357,1,1,
313,Tim Frazier,25.0,2TM,PG,51,2,741.0,0.419,12.4,0.79,0.284,0.144,0.148,0.218,0.21,.442,.569,.364,.294,.420,.333,0.288,0.563,0.004,1,0.042,.000,0,0,
313,Tim Frazier,25.0,POR,PG,35,1,272.0,0.333,12.6,0.717,0.3,0.15,0.1,0.183,0.283,.395,.444,.444,.333,.273,.176,0.471,0.667,0.017,1,0.059,.000,0,0,
313,Tim Frazier,25.0,NOP,PG,16,1,469.0,0.45,12.2,0.817,0.278,0.142,0.166,0.231,0.183,.457,.617,.333,.286,.462,.419,0.238,0.538,0.0,0,0.032,.000,0,0,
314,Norman Powell,22.0,TOR,SG,49,24,725.0,0.424,13.7,0.611,0.279,0.109,0.083,0.144,0.389,.436,.609,.120,.316,.394,.404,0.344,0.944,0.061,14,0.461,.512,0,0,
315,James Anderson,26.0,SAC,SG,51,15,721.0,0.376,14.8,0.517,0.253,0.152,0.051,0.062,0.483,.478,.622,.407,.000,.455,.267,0.523,0.87,0.039,6,0.198,.412,1,0,
316,Tyler Zeller,26.0,BOS,C,60,3,710.0,0.476,7.0,1.0,0.434,0.252,0.072,0.241,0.0,.476,.675,.301,.190,.386,,0.783,0.0,0.066,16,0.0,,0,0,
317,Beno Udrih,33.0,2TM,PG,44,5,707.0,0.434,14.4,0.778,0.187,0.051,0.247,0.288,0.222,.461,.514,.400,.531,.386,.341,0.352,0.933,0.0,0,0.318,.500,2,0,
317,Beno Udrih,33.0,MEM,PG,8,0,120.0,0.435,14.0,0.761,0.239,0.065,0.174,0.283,0.239,.457,.455,.667,.500,.385,.364,0.438,1.0,0.0,0,0.455,.600,0,0,
317,Beno Udrih,33.0,MIA,PG,36,5,587.0,0.434,14.9,0.783,0.171,0.046,0.27,0.289,0.217,.462,.538,.286,.537,.386,.333,0.327,0.909,0.0,0,0.273,.444,2,0,
318,Dewayne Dedmon,26.0,ORL,C,58,20,705.0,0.559,4.3,1.0,0.599,0.232,0.09,0.079,0.0,.559,.651,.415,.500,.357,,0.778,0.0,0.249,38,0.0,,0,0,
319,Mike Dunleavy,35.0,CHI,SF,31,30,703.0,0.41,15.8,0.473,0.277,0.053,0.048,0.096,0.527,.427,.596,.100,.111,.278,.394,0.763,1.0,0.005,1,0.222,.409,0,0,
320,Richaun Holmes,22.0,PHI,PF,51,1,702.0,0.514,7.7,0.802,0.572,0.126,0.072,0.032,0.198,.596,.724,.214,.375,.286,.182,0.717,1.0,0.212,46,0.091,.250,2,0,
321,Nick Collison,35.0,OKC,PF,59,4,699.0,0.459,5.0,0.982,0.523,0.294,0.073,0.092,0.018,.467,.509,.406,.500,.400,.000,0.66,0.0,0.046,4,0.5,.000,0,0,
322,Cameron Payne,21.0,OKC,PG,57,1,698.0,0.41,15.3,0.601,0.129,0.194,0.162,0.115,0.399,.467,.472,.426,.489,.500,.324,0.141,0.778,0.004,1,0.279,.355,1,0,
323,Seth Curry,25.0,SAC,PG,44,9,692.0,0.455,17.7,0.504,0.089,0.147,0.071,0.196,0.496,.460,.700,.394,.563,.364,.450,0.423,0.78,0.0,0,0.243,.556,1,0,
324,Kelly Oubre Jr.,20.0,WAS,SF,63,9,671.0,0.427,11.6,0.626,0.417,0.142,0.024,0.043,0.374,.492,.591,.333,.600,.000,.316,0.523,1.0,0.109,19,0.291,.304,1,0,
325,Charlie Villanueva,31.0,DAL,PF,62,4,665.0,0.382,15.5,0.474,0.19,0.202,0.046,0.037,0.526,.503,.629,.424,.467,.333,.273,0.564,0.979,0.012,4,0.163,.357,0,0,
326,Jeff Withey,25.0,UTA,C,51,10,658.0,0.537,4.2,0.988,0.586,0.259,0.086,0.056,0.012,.544,.653,.405,.429,.222,.000,0.805,0.0,0.198,27,0.0,,1,0,
327,C.J. Watson,31.0,ORL,PG,33,2,656.0,0.343,15.8,0.65,0.197,0.102,0.102,0.248,0.35,.371,.481,.357,.571,.206,.292,0.424,0.929,0.0,0,0.292,.643,2,0,
328,Tyler Ennis,21.0,MIL,PG,46,7,654.0,0.449,10.5,0.791,0.38,0.144,0.187,0.08,0.209,.480,.563,.296,.486,.400,.333,0.338,1.0,0.0,0,0.179,.714,1,0,
329,Justin Anderson,22.0,DAL,SF,55,9,647.0,0.406,14.9,0.526,0.251,0.097,0.063,0.114,0.474,.533,.773,.235,.455,.300,.265,0.449,0.909,0.097,17,0.41,.294,0,0,
330,Joakim Noah,30.0,CHI,C,29,2,635.0,0.383,2.9,0.992,0.737,0.195,0.015,0.045,0.008,.386,.439,.192,.500,.333,.000,0.588,0.0,0.075,9,0.0,,0,0,
331,Andrea Bargnani,30.0,BRK,C,46,0,634.0,0.455,13.8,0.943,0.14,0.122,0.194,0.487,0.057,.471,.462,.471,.593,.426,.188,0.863,1.0,0.0,0,0.0,,1,0,
332,Kirk Hinrich,35.0,2TM,PG,46,7,631.0,0.38,15.9,0.519,0.194,0.109,0.07,0.147,0.481,.373,.480,.286,.000,.474,.387,0.44,0.708,0.0,0,0.258,.438,0,0,
332,Kirk Hinrich,35.0,CHI,PG,35,7,555.0,0.398,16.3,0.525,0.186,0.119,0.059,0.161,0.475,.387,.500,.286,.000,.474,.411,0.417,0.696,0.0,0,0.25,.429,0,0,
332,Kirk Hinrich,35.0,ATL,PG,11,0,76.0,0.182,15.5,0.455,0.273,0.0,0.182,0.0,0.545,.200,.333,,.000,,.167,1.0,1.0,0.0,0,0.333,.500,0,0,
333,Sean Kilpatrick,26.0,2TM,SG,31,0,616.0,0.456,16.8,0.578,0.252,0.148,0.081,0.096,0.422,.538,.691,.375,.500,.423,.342,0.571,0.872,0.015,3,0.333,.395,0,0,
333,Sean Kilpatrick,26.0,DEN,SG,8,0,82.0,0.381,19.9,0.19,0.095,0.095,0.0,0.0,0.81,1.000,1.000,1.000,,,.235,0.25,1.0,0.0,0,0.471,.250,0,0,
333,Sean Kilpatrick,26.0,BRK,SG,23,0,534.0,0.462,13.7,0.61,0.265,0.153,0.088,0.104,0.39,.526,.682,.342,.500,.423,.361,0.588,0.857,0.016,3,0.309,.433,0,0,
334,Rondae Hollis-Jefferson,21.0,BRK,SF,29,17,615.0,0.457,9.2,0.899,0.449,0.138,0.08,0.232,0.101,.476,.581,.158,.636,.406,.286,0.576,0.75,0.065,9,0.357,.200,0,0,
335,Shabazz Napier,24.0,ORL,PG,55,0,600.0,0.338,18.1,0.483,0.134,0.07,0.065,0.214,0.517,.351,.259,.357,.385,.395,.327,0.206,0.647,0.0,0,0.154,.250,0,0,
336,Anthony Brown,23.0,LAL,SF,29,11,599.0,0.31,18.1,0.444,0.143,0.063,0.087,0.151,0.556,.339,.389,.125,.455,.316,.286,0.684,0.95,0.008,1,0.314,.318,0,0,
337,Josh McRoberts,28.0,MIA,PF,42,1,595.0,0.372,13.4,0.669,0.264,0.176,0.088,0.142,0.331,.434,.564,.423,.154,.381,.245,0.581,1.0,0.061,8,0.082,.250,1,0,
338,Metta World Peace,36.0,LAL,SF,35,5,590.0,0.311,15.0,0.525,0.254,0.107,0.062,0.102,0.475,.312,.333,.211,.273,.389,.310,0.414,0.923,0.006,1,0.381,.313,0,0,
339,Tiago Splitter,31.0,ATL,C,36,2,579.0,0.523,3.0,0.987,0.748,0.194,0.013,0.032,0.013,.529,.595,.333,.000,.400,.000,0.753,0.0,0.077,12,0.5,.000,1,0,
340,Ian Clark,24.0,GSW,SG,66,1,578.0,0.441,14.5,0.584,0.238,0.139,0.114,0.094,0.416,.500,.625,.357,.391,.526,.357,0.492,0.933,0.005,1,0.333,.321,0,0,
341,Tyus Jones,19.0,MIN,PG,37,0,573.0,0.359,13.5,0.66,0.205,0.231,0.096,0.128,0.34,.388,.531,.389,.200,.300,.302,0.275,0.625,0.0,0,0.189,.300,0,0,
342,Carl Landry,32.0,PHI,PF,36,12,569.0,0.556,10.3,0.948,0.368,0.112,0.116,0.352,0.052,.561,.750,.357,.552,.432,.462,0.759,1.0,0.048,12,0.154,.500,0,0,
343,Mike Muscala,24.0,ATL,C,60,0,565.0,0.5,11.9,0.743,0.342,0.125,0.092,0.184,0.257,.566,.673,.632,.286,.464,.308,0.797,1.0,0.046,6,0.308,.250,1,0,
344,Kevin Garnett,39.0,MIN,PF,38,38,556.0,0.47,13.6,0.991,0.157,0.122,0.139,0.574,0.009,.474,.667,.500,.313,.455,.000,0.944,0.0,0.017,1,1.0,.000,0,0,
345,Donatas Motiejūnas,25.0,HOU,PF,37,22,547.0,0.439,10.8,0.722,0.205,0.4,0.098,0.02,0.278,.500,.595,.488,.350,.500,.281,0.716,1.0,0.01,2,0.368,.143,0,0,
346,Jusuf Nurkić,21.0,DEN,C,32,3,547.0,0.417,4.5,0.988,0.483,0.397,0.041,0.066,0.012,.423,.496,.344,.300,.438,.000,0.743,0.0,0.045,11,0.0,,0,0,
347,Kendrick Perkins,31.0,NOP,C,37,5,542.0,0.533,6.3,1.0,0.347,0.453,0.067,0.133,0.0,.533,.654,.529,.200,.400,,0.85,0.0,0.027,2,0.0,,0,0,
348,Kevin Séraphin,26.0,NYK,C,48,0,526.0,0.41,9.2,0.99,0.2,0.337,0.283,0.171,0.01,.414,.537,.435,.328,.371,.000,0.607,0.0,0.044,7,0.0,,1,0,
349,Boban Marjanović,27.0,SAS,C,54,4,508.0,0.603,4.6,1.0,0.483,0.345,0.132,0.04,0.0,.603,.738,.500,.391,.571,,0.619,0.0,0.201,32,0.0,,0,0,
350,Glenn Robinson III,22.0,IND,SF,45,4,508.0,0.43,11.9,0.755,0.331,0.139,0.06,0.225,0.245,.447,.580,.476,.222,.294,.378,0.627,0.929,0.113,15,0.405,.400,0,0,
351,Sonny Weems,29.0,2TM,SF,43,0,499.0,0.382,14.1,0.627,0.255,0.118,0.127,0.127,0.373,.391,.500,.385,.143,.429,.366,0.63,1.0,0.036,4,0.39,.375,0,0,
351,Sonny Weems,29.0,PHO,SG,36,0,421.0,0.393,14.9,0.64,0.247,0.101,0.135,0.157,0.36,.386,.500,.333,.167,.429,.406,0.591,1.0,0.034,3,0.406,.462,0,0,
351,Sonny Weems,29.0,PHI,SF,7,0,78.0,0.333,13.4,0.571,0.286,0.19,0.095,0.0,0.429,.417,.500,.500,.000,,.222,0.8,1.0,0.048,1,0.333,.000,0,0,
352,Tarik Black,24.0,LAL,C,39,0,496.0,0.548,2.8,1.0,0.702,0.24,0.038,0.029,0.0,.548,.658,.320,.250,.000,,0.737,0.0,0.346,31,0.0,,0,0,
353,Anderson Varejão,33.0,2TM,C,53,0,496.0,0.427,7.9,0.992,0.379,0.202,0.194,0.218,0.008,.431,.511,.400,.500,.259,.000,0.717,0.0,0.008,1,0.0,,0,0,
353,Anderson Varejão,33.0,CLE,C,31,0,310.0,0.421,9.3,0.987,0.289,0.224,0.25,0.224,0.013,.427,.545,.294,.474,.353,.000,0.75,0.0,0.0,0,0.0,,0,0,
353,Anderson Varejão,33.0,GSW,C,22,0,186.0,0.438,6.5,1.0,0.521,0.167,0.104,0.208,0.0,.438,.480,.625,.600,.100,,0.667,0.0,0.021,1,0.0,,0,0,
354,Adreian Payne,24.0,MIN,PF,52,2,486.0,0.366,12.6,0.779,0.228,0.214,0.076,0.262,0.221,.389,.606,.258,.273,.342,.281,0.591,0.889,0.069,9,0.25,.250,0,0,
355,John Jenkins,24.0,2TM,SG,43,3,480.0,0.444,15.6,0.681,0.169,0.119,0.056,0.338,0.319,.505,.704,.368,.333,.481,.314,0.6,0.875,0.0,0,0.294,.467,0,0,
355,John Jenkins,24.0,DAL,SG,21,1,193.0,0.414,15.4,0.729,0.129,0.157,0.071,0.371,0.271,.510,.778,.455,.400,.462,.158,0.615,1.0,0.0,0,0.263,.200,0,0,
355,John Jenkins,24.0,PHO,SG,22,2,287.0,0.467,15.7,0.644,0.2,0.089,0.044,0.311,0.356,.500,.667,.250,.250,.500,.406,0.586,0.846,0.0,0,0.313,.600,0,0,
356,Troy Daniels,24.0,CHO,SG,43,0,476.0,0.476,21.2,0.348,0.037,0.053,0.064,0.193,0.652,.462,.571,.400,.250,.528,.484,0.8,0.949,0.0,0,0.254,.613,0,0,
357,Ray McCallum,24.0,2TM,PG,41,6,475.0,0.377,13.8,0.712,0.226,0.089,0.178,0.219,0.288,.385,.606,.154,.346,.281,.357,0.45,0.933,0.007,1,0.31,.308,0,0,
357,Ray McCallum,24.0,SAS,PG,31,3,256.0,0.403,12.1,0.761,0.299,0.09,0.224,0.149,0.239,.431,.600,.167,.400,.300,.313,0.455,1.0,0.015,1,0.5,.375,0,0,
357,Ray McCallum,24.0,MEM,PG,10,3,219.0,0.354,15.5,0.671,0.165,0.089,0.139,0.278,0.329,.340,.615,.143,.273,.273,.385,0.444,0.9,0.0,0,0.192,.200,0,0,
358,Jason Thompson,29.0,2TM,C,47,7,471.0,0.481,7.7,0.861,0.398,0.269,0.111,0.083,0.139,.505,.651,.414,.250,.444,.333,0.66,1.0,0.074,8,0.133,.000,0,0,
358,Jason Thompson,29.0,GSW,C,28,1,179.0,0.476,5.7,1.0,0.405,0.381,0.167,0.048,0.0,.476,.647,.313,.429,.500,,0.6,0.0,0.095,4,0.0,,0,0,
358,Jason Thompson,29.0,TOR,C,19,6,292.0,0.485,9.7,0.773,0.394,0.197,0.076,0.106,0.227,.529,.654,.538,.000,.429,.333,0.704,1.0,0.061,4,0.133,.000,0,0,
359,Ryan Kelly,24.0,LAL,PF,36,0,470.0,0.369,12.9,0.752,0.242,0.188,0.134,0.188,0.248,.446,.500,.393,.300,.536,.135,0.72,1.0,0.027,3,0.216,.125,1,0,
360,Brian Roberts,30.0,2TM,PG,51,0,470.0,0.448,14.9,0.745,0.188,0.115,0.091,0.352,0.255,.480,.645,.368,.333,.466,.357,0.356,0.667,0.0,0,0.167,.286,0,0,
360,Brian Roberts,30.0,CHO,PG,30,0,333.0,0.443,14.8,0.765,0.191,0.104,0.096,0.374,0.235,.477,.591,.417,.273,.488,.333,0.357,0.556,0.0,0,0.111,.000,0,0,
360,Brian Roberts,30.0,POR,PG,21,0,137.0,0.46,15.1,0.7,0.18,0.14,0.08,0.3,0.3,.486,.778,.286,.500,.400,.400,0.353,0.833,0.0,0,0.267,.500,0,0,
361,James Jones,35.0,CLE,SF,48,0,463.0,0.408,21.7,0.268,0.035,0.021,0.106,0.113,0.732,.447,.800,.667,.333,.438,.394,0.765,0.927,0.007,1,0.212,.455,0,0,
